ids,names,popularity,markets,artists,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,musicalkey,musicalmode,time_signature,count,dates,playlists_found
3z1PqYwMtct2Dm4R9lhWnT,Gunpowder & Lead,66.0,185.0,66lH4jAE7pqPlOlzUKbwA0,2007-05-01,191693.0,0.153,0.333,0.907,0.0,0.395,-3.191,0.0959,187.826,0.353,0.0,1.0,4.0,1.0,2024-04-02,Breakout Country
26bL4gSULWDgdIMX0pRFrG,Redneck Woman,64.0,185.0,0IdYRFTswLdsGwSnzOaGNF,2004-05-11,221333.0,0.13,0.499,0.825,0.0,0.306,-5.146,0.177,185.069,0.753,6.0,1.0,4.0,1.0,2024-04-02,Country Gold
26t3KexbqzF3sRWgczYyja,How Country Feels,69.0,185.0,56x8mYvS3cyDGAi8N2FxbB,2013-01-22,185906.0,0.0379,0.678,0.839,0.0,0.0742,-3.617,0.0394,104.952,0.772,7.0,1.0,4.0,1.0,2024-04-02,Country Drive
1BuA7GJXWD6P9LMShz7YSt,Heart,45.0,185.0,4l7mkcB0cZgIQrcd2AsQI3,2023-02-19,257026.0,0.256,0.396,0.478,0.0,0.148,-5.386,0.0313,144.06,0.207,8.0,0.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
4xInIiKipU1mtUogJ3ZdYr,American Honey,63.0,183.0,32WkQRZEVKSzVAAYqukAEA,2010-01-01,224866.0,0.511,0.588,0.684,0.0,0.141,-5.154,0.0288,85.993,0.12,1.0,1.0,4.0,1.0,2024-04-02,Country Gold
1Dm4iAvqwYrZjgSFJNW5TG,Every Little Thing,51.0,184.0,4sIl4BTo9l9KqEi0Y3RE72,2017-10-13,181053.0,0.434,0.639,0.427,1.14e-05,0.0903,-6.512,0.0368,139.899,0.322,0.0,1.0,4.0,1.0,2024-04-02,Country Gold
4w95iGC6NrxZJ5o3D7bWyV,Eyes On You,66.0,185.0,6pBNfggcZZDCmb0p92OnGn,2017-11-17,182493.0,0.323,0.34,0.652,0.0,0.201,-6.982,0.0427,88.783,0.464,9.0,1.0,4.0,1.0,2024-04-02,Country Gold
1JO1xLtVc8mWhIoE3YaCL0,Happy Together,77.0,182.0,2VIoWte1HPDbZ2WqHd2La7,1967,176293.0,0.55,0.584,0.367,1.38e-05,0.0818,-9.638,0.0328,120.175,0.588,6.0,0.0,4.0,1.0,2024-04-02,Ultimate Party Classics
373fb3tsAbcShtD2RZ8edv,벌써 일년,49.0,185.0,6O7LgtO6NKOOOudzRayUfJ,2001-06-01,207826.0,0.19,0.72,0.73,3.44e-06,0.192,-4.205,0.0237,104.017,0.55,8.0,1.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
7DpG8lVap8vg8mCGuX61i9,Path Of The Warrior (Defqon.1 2023 Anthem),42.0,0.0,4f0OXMMSxr0r8Ztx6CdpAl,2023-02-24,310776.0,0.000461,0.357,0.883,0.00801,0.251,-6.155,0.139,150.17,0.169,7.0,1.0,4.0,1.0,2024-04-02,Hardstyle Bangers
36vqMca5RVvXSd57R2JXi8,Live Today,32.0,1.0,0LklyUMMUhpIjMgYHlV0hN,2024-03-26,172880.0,0.00382,0.536,0.811,1.65e-05,0.116,-5.957,0.0893,82.043,0.761,11.0,0.0,4.0,1.0,2024-04-02,Singled Out
09CtPGIpYB4BrO8qb1RGsF,Sorry,83.0,166.0,1uNFoZAHBGtllmzznpCI3s,2015-11-13,200786.0,0.0797,0.655,0.76,0.0,0.299,-3.669,0.045,99.947,0.409,0.0,0.0,4.0,1.0,2024-04-02,Feel Good Acoustic
21j3qXlRXCDJRG1xWQt2gW,Broken Heart,49.0,185.0,4T0Chh3DGxJrEs3gM0biqg,2024-03-26,173466.0,0.238,0.709,0.985,1.96e-06,0.0935,-2.288,0.104,119.991,0.845,0.0,0.0,4.0,1.0,2024-04-02,Hallyu Boy Bands
6LABLxSNomagmMcVNhrPgA,Euphoria - Hardstyle Edit,47.0,184.0,7gs4gtPp3xC3flmP0pauVd,2023-09-08,214546.0,0.185,0.301,0.737,5.44e-05,0.368,-5.541,0.0461,149.217,0.225,9.0,1.0,4.0,1.0,2024-04-02,Hardstyle Bangers
6xHI9KjUjYT0FPtGO8Mxa1,Hurricane,81.0,185.0,718COspgdWOnwOFpJHRZHS,2017-06-02,222533.0,0.0153,0.464,0.813,0.0,0.254,-6.185,0.0416,75.977,0.515,10.0,1.0,4.0,1.0,2024-04-02,Breakout Country
4wnhMXDfs64pcg0jxHscwI,Set Fire to the Rain - Cover,57.0,185.0,6b0Wy4mw8ePj9w2EX3s4V3,2014,233377.0,0.7,0.581,0.225,0.0,0.11,-11.588,0.0478,119.603,0.522,1.0,1.0,4.0,1.0,2024-04-02,Feel Good Acoustic
3tWOnz1SBzEpFXQrCAPpuv,Crazy Excuse,32.0,184.0,3GS6aA2KRewQL4VhUtIpet,2020-01-29,210946.0,0.775,0.51,0.445,0.0,0.0805,-5.384,0.0321,65.221,0.225,2.0,1.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
5y2TuOFgwlpztHlqENHQOE,golden thing,52.0,185.0,79Xp2rRN7wdsaTJgttdX3K,2019-10-18,219300.0,0.897,0.375,0.282,0.00168,0.0952,-11.761,0.0409,77.656,0.295,4.0,1.0,4.0,1.0,2024-04-02,Feel Good Acoustic
34ceTg8ChN5HjrqiIYCn9Q,Miss Independent,78.0,183.0,21E3waRsmPlU7jZsS13rcj,2008-01-01,232000.0,0.52,0.673,0.681,0.0,0.235,-5.693,0.118,171.864,0.707,1.0,1.0,4.0,1.0,2024-04-02,Ultimate Party Classics
23EkfwUdsRIz7jAZIcC8gb,Stay A Little Longer,63.0,184.0,39NR3AUhpbbqKM33vWn2fp,2016-01-15,335480.0,0.0377,0.557,0.886,0.108,0.163,-5.356,0.0302,96.989,0.545,6.0,1.0,4.0,1.0,2024-04-02,Country Gold
3scRk3rUGIwpCg9kMNrtEQ,Amor,48.0,185.0,5rHUhS9Ya0S63WI9LFmCSx,2018-10-11,188942.0,0.814,0.469,0.284,0.0,0.103,-10.177,0.0446,133.685,0.403,9.0,0.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
5N5FHrP1J3qusicukPFcTQ,Behind the Light,50.0,185.0,1I7oHjCjMrMUz66v67yJJu,2020-09-11,171786.0,0.658,0.208,0.442,0.555,0.131,-13.192,0.0308,82.067,0.534,1.0,1.0,5.0,1.0,2024-04-02,Feel Good Acoustic
7EuKuQoLBvmoWU4gkzf7QR,그런 일은,24.0,185.0,5oihNt5Zntgh1XIsDqOGq5,2016-06-01,262870.0,0.681,0.324,0.518,0.0,0.176,-5.663,0.0346,133.182,0.162,7.0,0.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
1GH2zktv0O2oSut4khXRmG,Delete,30.0,184.0,12AUp9oqeJDhNfO6IhQiNi,2004-06-25,252970.0,0.807,0.513,0.359,0.0,0.0861,-7.442,0.0285,139.991,0.144,2.0,1.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
33kKQSeqM2ecEcKF0LNSRT,Whatever It Is,72.0,185.0,6yJCxee7QumYr820xdIsjo,2008-11-17,208213.0,0.443,0.686,0.576,1.66e-05,0.212,-6.633,0.0284,83.969,0.72,1.0,1.0,4.0,1.0,2024-04-02,Country Gold
23qzVx2zTL1fIGMV1KwPjr,seomyun,35.0,185.0,3VOan0TuiwkfjnPLDXBPbG,2020-05-05,200720.0,0.61,0.424,0.616,0.0,0.193,-4.278,0.0329,135.535,0.283,0.0,1.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
58UKC45GPNTflCN6nwCUeF,Fancy Like,72.0,185.0,7sKxqpSqbIzphAKAhrqvlf,2022-01-21,161853.0,0.111,0.647,0.765,0.0,0.315,-6.459,0.06,79.994,0.855,1.0,1.0,4.0,1.0,2024-04-02,Country Drive
1HfsmNlg8xxhOr9N2i4Q0n,Touching Yourself,66.0,185.0,3IunaFjvNKj98JW89JYv9u,2023-06-30,181586.0,0.135,0.714,0.68,1.82e-06,0.229,-5.989,0.026,108.001,0.934,3.0,1.0,4.0,1.0,2024-04-02,GLOW
1Pq2zNeHfbEA4phoHXHG5b,Little Love,43.0,185.0,1kTrYYWMLQsBKlbINUg1Su,2019-12-06,213855.0,0.799,0.566,0.287,0.0,0.106,-7.792,0.0413,65.337,0.341,9.0,1.0,4.0,1.0,2024-04-02,Feel Good Acoustic
1soxUgYIZb1qx1c7o1Lc7z,Drunk On A Plane,70.0,184.0,7x8nK0m0cP2ksQf0mjWdPS,2014-01-01,254466.0,0.00495,0.423,0.73,1.13e-05,0.238,-5.566,0.032,205.972,0.66,9.0,1.0,4.0,1.0,2024-04-02,Country Gold
0AjmK0Eai4zGrLaJwPvrDp,Too Sweet,88.0,4.0,2FXC3k01G6Gw61bmprjgqS,2024-03-22,251424.0,0.0295,0.741,0.62,0.000809,0.0398,-5.505,0.0412,117.038,0.934,10.0,1.0,4.0,1.0,2024-04-02,Chill Pop
0Fu3jq4NeOLatOXiLWVLO3,Villain,51.0,184.0,3lkwNhvm2fbh4q8CIe47n3,2021-10-01,176087.0,0.287,0.633,0.641,0.0,0.0959,-7.946,0.0601,107.167,0.187,0.0,1.0,4.0,1.0,2024-04-02,Women of Country
3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,83.0,185.0,26dSoYclwsYLMAKD3tpOr4,1999-01-12,211066.0,0.202,0.759,0.699,0.000131,0.443,-5.745,0.0307,92.96,0.907,0.0,0.0,4.0,1.0,2024-04-02,Ultimate Party Classics
53bZYxVbCYm6w1Gx8U64bz,Settling Down,55.0,185.0,66lH4jAE7pqPlOlzUKbwA0,2019-11-01,197453.0,0.0215,0.643,0.756,0.000268,0.101,-5.8,0.0305,90.001,0.934,6.0,0.0,4.0,1.0,2024-04-02,Breakout Country
3WJbPo8V61piAagZYyRqn8,Honey,34.0,185.0,76Fuve7XknoppOovQwARzY,2023-06-01,249467.0,0.293,0.521,0.559,0.0,0.17,-4.972,0.0274,123.984,0.192,0.0,1.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
0VdwOoAKPe9aGahkpllfkH,A Letter,50.0,185.0,3vljSA6N2aSE8U3OhNFkPy,2021-12-24,215760.0,0.39,0.469,0.436,2.55e-05,0.274,-7.256,0.0273,145.937,0.178,0.0,1.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
77XoAnllT85lmR9WP0D8dS,Ain't Always The Cowboy,67.0,184.0,4MoAOfV4ROWofLG3a3hhBN,2019-09-27,220880.0,0.0094,0.539,0.837,0.0,0.262,-3.458,0.0385,151.913,0.554,9.0,1.0,4.0,1.0,2024-04-02,Country Gold
3WkibOpDF7cQ5xntM1epyf,It Wasn't Me,79.0,184.0,"5EvFsr3kj42KNv97ZEnqij, 67wCYxOq4A1ohAs7jWYaOJ",2000-08-08,227600.0,0.0561,0.853,0.606,0.0,0.313,-4.596,0.072,94.753,0.653,0.0,1.0,4.0,1.0,2024-04-02,Ultimate Party Classics
0CjNKLqvr5tDvepagOIKlu,La rabbia non ti basta,64.0,185.0,5A0upF7YOXwWW0R5EuahcF,2024-02-07,189406.0,0.0328,0.672,0.853,0.0,0.0924,-4.808,0.125,127.011,0.523,11.0,0.0,4.0,1.0,2024-04-02,GLOW
1bPMPSOQPIinoU6ZBDWtgb,Travel Again (Feat. Cautious Clay),43.0,185.0,"7IrDIIq3j04exsiF3Z7CPg, 6iWuBN32BqCJAeXW6o3nil",2023-07-03,257066.0,0.256,0.697,0.808,0.0,0.278,-5.594,0.165,149.975,0.644,5.0,1.0,4.0,1.0,2024-04-02,KrOWN
1lV8sXL01UVaw6g0fawtsC,Weekend!,60.0,185.0,5xUW4ugFxRJtCe7RLIdKvV,2021-03-26,186991.0,0.0378,0.5,0.944,0.148,0.638,-1.975,0.0373,150.065,0.404,8.0,1.0,4.0,1.0,2024-04-02,Hardstyle Bangers
3XRoa9mZpoODgvYUqXP2zg,Altars Over Stages,60.0,185.0,7yAymwuYh9RcpX84GSNIq2,2024-03-29,190264.0,0.74,0.529,0.525,0.0,0.129,-5.643,0.0465,141.971,0.293,2.0,1.0,4.0,1.0,2024-04-02,Singled Out
7ssPQ5RezK2cjSf5aLWpnS,STUCK,21.0,185.0,"72LdkNVMGXuNd0FyRqqNhX, 5OzPQDF14B8kuA5iVpa4gF",2024-02-17,135337.0,0.613,0.587,0.583,0.000151,0.271,-9.267,0.098,79.989,0.481,6.0,0.0,4.0,1.0,2024-04-02,KrOWN
53y0uk86RQv0AQAcOu0ZZF,No Gods,27.0,185.0,"5spFDEIIv5V1yEHxIBStKH, 1oM790LNK44Js7LOQJKSzy",2024-03-05,136448.0,5.79e-05,0.509,0.529,0.82,0.124,-11.371,0.0348,180.005,0.0357,2.0,0.0,4.0,1.0,2024-04-02,GLOW
0GTPn99cNZRVl2Kv0bcwNI,Us - Acoustic,55.0,184.0,4EzkuveR9pLvDVFNx6foYD,2018-04-27,181708.0,0.871,0.373,0.249,0.0,0.0962,-8.025,0.0461,71.552,0.21,0.0,1.0,4.0,1.0,2024-04-02,Feel Good Acoustic
3LS8Asffy5knMgZu4wrePz,Rescue Me - Acoustic,48.0,184.0,5Pwc4xIPtQLFEnJriah9YJ,2019-07-05,164351.0,0.764,0.662,0.435,0.0,0.212,-9.15,0.034,118.02,0.56,11.0,0.0,4.0,1.0,2024-04-02,Feel Good Acoustic
3KhUUinfojt0DbzvXwfxW8,Twenty-Four (Tyler Joseph from Twenty One Pilots Version),54.0,185.0,"6S58b0fr8TkWrEHOH4tRVu, 3YQKmKGau1PzlVlkL1iodx",2023-09-15,282000.0,0.598,0.274,0.599,4.96e-05,0.107,-7.063,0.0492,161.897,0.37,7.0,1.0,3.0,1.0,2024-04-02,Feel Good Acoustic
3XTcTwWPQZg9Ob0u4RBIfP,기다리다,48.0,185.0,6GwM5CHqhWXzG3l5kzRSAS,2006-12-04,277520.0,0.739,0.513,0.455,0.0,0.0988,-7.044,0.0341,137.782,0.149,0.0,1.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
50nwmMcvFwPpbTU85WZC7h,Dia De Los Muertos,48.0,185.0,0WbAxASsYdodSlqwserDAW,2023-11-10,215590.0,9.58e-05,0.529,0.926,0.00272,0.781,-2.074,0.0739,95.04,0.118,5.0,1.0,4.0,1.0,2024-04-02,Hardstyle Bangers
1aH9Vv5ZydVQnlUeNz5M2d,A Better Tomorrow,25.0,185.0,2LE4iuwlb4vZMWKTw68g4i,2024-02-06,215706.0,0.208,0.608,0.665,0.0,0.177,-5.393,0.125,125.531,0.396,6.0,0.0,5.0,1.0,2024-04-02,KrOWN
3MthJpM1IEYp2ulZe00LvP,Shouldn't Matter but It Does,57.0,185.0,0hEurMDQu99nJRq8pTxO14,2021-07-16,236733.0,0.457,0.549,0.324,2.2e-06,0.133,-11.769,0.0285,80.888,0.268,4.0,1.0,4.0,1.0,2024-04-02,Feel Good Acoustic
3YM0vEH7taFj7OLW3dWfiu,Love Triangle,58.0,184.0,5dMnvpYEfXvSexjwnSRH5n,2017-03-24,225626.0,0.135,0.686,0.525,0.0,0.11,-6.721,0.0331,132.927,0.322,2.0,1.0,4.0,1.0,2024-04-02,Women of Country
76IgJWnN9nX4jtJRnRQByE,"I think, I'm drunk",36.0,185.0,56U7IcfF1h54ZxOPqjEnjq,2020-05-24,215280.0,0.647,0.43,0.481,0.0,0.104,-5.31,0.0392,133.39,0.15,2.0,1.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
3U8dHeggJ8IBe0UCb1gbyB,Colder Weather,70.0,185.0,6yJCxee7QumYr820xdIsjo,2010-09-20,273893.0,0.455,0.667,0.381,0.0,0.116,-7.494,0.0294,135.975,0.199,3.0,1.0,4.0,1.0,2024-04-02,Country Gold
3QV7NYkrmV0Q0IHdFJw9hO,She Thinks My Tractor's Sexy,66.0,185.0,3grHWM9bx2E9vwJCdlRv9O,1999-02-26,248066.0,0.0664,0.689,0.886,0.0,0.278,-7.066,0.0382,122.07,0.906,10.0,0.0,4.0,1.0,2024-04-02,Country Gold
1inzz3waRDnnVF9p8eXisd,Superficial,50.0,184.0,3Z7onAknzpinUu3KtmgeZb,2024-03-29,164000.0,0.91,0.698,0.154,0.00111,0.105,-12.11,0.0436,119.914,0.308,5.0,1.0,4.0,1.0,2024-04-02,Singled Out
0E9S8XxSLVgkal2nWtueFU,SOPHIEA,19.0,185.0,0yX4mqTXY2LUs3qJh6LsDd,2023-11-03,216878.0,0.539,0.449,0.535,0.00162,0.209,-7.148,0.0509,203.906,0.541,4.0,0.0,3.0,1.0,2024-04-02,GLOW
74CEfiZthUGX5yUNNUM4bj,This Is It,62.0,185.0,6ZV6lGY0prbqpTD0Md8i29,2018-01-12,230973.0,0.254,0.579,0.511,0.0,0.099,-6.788,0.0293,78.003,0.594,8.0,1.0,4.0,1.0,2024-04-02,Country Gold
74CkeJ0vYYTdQImnaLy759,Ride With Me (feat. Kid Ink) - Brennan Heart Remix,59.0,185.0,"49CE2ffZ6Z3zeYSDauSKck, 6KZDXtSj0SzGOV705nNeh3, 5QySqc6yAFDx9m7fedFZmC",2021-07-02,230400.0,0.278,0.693,0.864,0.0388,0.0777,-4.17,0.0483,149.998,0.142,4.0,0.0,4.0,1.0,2024-04-02,Hardstyle Bangers
1h1I3rmORqj5ZYsdugh22X,Rely On Me,43.0,184.0,543ccHFPnZfJMD8tRGPtu7,2019-11-01,219834.0,0.416,0.583,0.261,0.0,0.0945,-10.162,0.0267,140.98,0.224,9.0,0.0,4.0,1.0,2024-04-02,Feel Good Acoustic
74imaN0HR1kP7cdt6EaIJ0,Kiss The Ring,39.0,185.0,5xyPRB5a4OkeJrj4vLXKvi,2024-01-23,223197.0,0.108,0.669,0.814,1.1e-06,0.208,-4.751,0.0511,129.951,0.398,1.0,0.0,4.0,1.0,2024-04-02,KrOWN
3PRpinHSGqytZnOKwCsR7l,Breathe - Acoustic,44.0,184.0,"4Q6nIcaBED8qUel8bBx6Cr, 7hssUdpvtY5oiARaUDgFZ3",2018-02-16,231253.0,0.833,0.71,0.343,8.43e-06,0.0869,-9.309,0.0292,121.972,0.578,11.0,0.0,4.0,1.0,2024-04-02,Feel Good Acoustic
6BW8ERYBXv2oSE5G71Nxzl,Serenade,31.0,185.0,4wX95R4bzGztvCtWuRqJdH,2018-06-08,258762.0,0.583,0.476,0.561,0.0,0.227,-4.009,0.0332,135.939,0.305,5.0,1.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,84.0,172.0,7CajNmpbOovFoOoasH2HaY,2012-10-29,206413.0,0.000972,0.707,0.924,0.00703,0.204,-2.842,0.031,127.937,0.919,7.0,1.0,4.0,1.0,2024-04-02,Ultimate Party Classics
5377e0iYznz3jvxZYrLSSa,Love Should Not Be Harsh on You,35.0,185.0,4dB2XmMpzPxsMRnt62TbF5,2020-10-19,268984.0,0.332,0.581,0.532,0.0,0.506,-4.539,0.03,128.004,0.286,2.0,1.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
754kgU5rWscRTfvlsuEwFp,Kiss Me,83.0,185.0,0lJlKQvuM2Sd9DPPyUXcHg,1997-11-22,208680.0,0.023,0.526,0.749,1.76e-06,0.0692,-6.964,0.0283,99.982,0.421,3.0,1.0,4.0,1.0,2024-04-02,Feel Good Acoustic
69j0KoPJuwpnbGWrfn7Yll,Picture (feat. Sheryl Crow),68.0,171.0,"7dOBabd5O4CvKrg4iriHTM, 4TKTii6gnOnUXQHyuo9JaD",2001-11-19,298960.0,0.172,0.692,0.496,6.42e-06,0.107,-7.332,0.0241,97.945,0.376,7.0,1.0,4.0,1.0,2024-04-02,Country Gold
7tqhbajSfrz2F7E1Z75ASX,Ain't No Mountain High Enough,84.0,184.0,"3koiLjNrgRTNbOwViDipeA, 75jNCko3SnEMI5gwGqrbb8",1967-08-29,151666.0,0.43,0.663,0.6,0.0,0.184,-10.87,0.032,129.987,0.797,7.0,1.0,4.0,1.0,2024-04-02,Ultimate Party Classics
3OBRKvtaxmh64E15OgIuif,Human Error,50.0,178.0,"6t0ofV5WMAz84Iqu0YkmTV, 163A7vg111FgP21NQSD6dN, 6SQ1RYZmxJGxii56ou9RQj",2022-10-07,142400.0,0.00552,0.477,0.927,0.0111,0.21,-6.597,0.031,149.964,0.566,6.0,1.0,4.0,1.0,2024-04-02,Hardstyle Bangers
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,85.0,185.0,4gzpq5DPGxSnKTe4SA8HAU,2014-05-19,267866.0,0.00617,0.545,0.675,0.00197,0.209,-6.474,0.0279,124.97,0.162,6.0,1.0,4.0,1.0,2024-04-02,Ultimate Party Classics
75IQVo8hqI1iwVZyvkN2VT,Show Me How,81.0,185.0,3zmfs9cQwzJl575W1ZYXeT,2018-02-28,215110.0,0.672,0.791,0.271,0.543,0.102,-11.959,0.0431,166.002,0.564,5.0,1.0,4.0,1.0,2024-04-02,Chill Pop
1kN9UiyOSRVCrSc49ft0lp,As Long As You Love Me - Acoustic Version,52.0,184.0,1uNFoZAHBGtllmzznpCI3s,2013-01-01,221693.0,0.776,0.549,0.307,0.0,0.0871,-9.171,0.0351,135.57,0.428,11.0,0.0,4.0,1.0,2024-04-02,Feel Good Acoustic
3TQHPUEVdvdq8ejwEcHUlL,If I have you only (My love X Nerd Connection),54.0,185.0,5WKUZJPvN1SScyggtPFShK,2023-08-15,250573.0,0.332,0.54,0.353,0.0,0.145,-5.224,0.0258,137.859,0.137,9.0,1.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
3NI4AFvzhJOuYBA5lYXHWM,Little Life,59.0,185.0,07Hw5MsrlNyfsE1UT40FL4,2023-10-20,270315.0,0.92,0.507,0.0606,2.62e-06,0.111,-15.605,0.0342,130.629,0.173,11.0,1.0,5.0,1.0,2024-04-02,Chill Pop
6262LmmRM1khHX1D4yk6MA,without me,41.0,184.0,4iVd8OOKGx0eT2Uo2nEpfH,2022-03-25,247773.0,0.0431,0.431,0.499,0.0,0.325,-4.995,0.0365,133.154,0.228,11.0,1.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
3JvrhDOgAt6p7K8mDyZwRd,Riptide,82.0,182.0,10exVja0key0uqUkk6LJRT,2014-09-08,204280.0,0.431,0.484,0.731,0.0,0.151,-6.694,0.0379,101.654,0.51,1.0,1.0,4.0,1.0,2024-04-02,Feel Good Acoustic
667VsfRZBPcI42mfFvgYpl,Through The Night,51.0,184.0,1Od0hPnXSqA9pipLqNXJ7e,2018-03-15,166400.0,0.0688,0.511,0.672,0.0047,0.121,-6.171,0.0571,150.029,0.253,9.0,0.0,4.0,1.0,2024-04-02,Hardstyle Bangers
3Gi9wz0A1aM0AOLYBEoASw,KrOWN_Simon Dominic,0.0,184.0,2bWTeElstVp9PUGLyIU8Uk,2022-09-20,1466.0,,,,,,,,,,,,,1.0,2024-04-02,KrOWN
3duP6mBVDsHM8ioN7o7dAK,Boondocks,67.0,184.0,3CygdxquGHurS7f9LjNLkv,2005-01-01,272346.0,0.211,0.41,0.78,0.0,0.48,-5.391,0.0332,88.016,0.695,9.0,1.0,4.0,1.0,2024-04-02,Country Gold
3G7tRC24Uh09Hmp1KZ7LQ2,I'm a Believer - 2006 Remaster,75.0,185.0,320EPCSEezHt1rtbfwH6Ck,1967-01-09,167373.0,0.707,0.526,0.775,2.05e-05,0.217,-6.05,0.0352,80.106,0.962,0.0,1.0,4.0,1.0,2024-04-02,Ultimate Party Classics
1TKlBK9cSrM5u4CiL4SETS,Talladega,68.0,184.0,2IvkS5MXK0vPGnwyJsrEyV,2014-01-01,262280.0,0.0439,0.587,0.674,0.0916,0.0884,-8.345,0.0294,144.001,0.567,1.0,1.0,4.0,1.0,2024-04-02,Country Gold
1TE8AAk9koG0UJco6ZAUfx,Rock and A Hard Place,80.0,184.0,3win9vGIxFfBRag9S63wwf,2023-01-11,207540.0,0.577,0.582,0.568,0.0,0.105,-7.3,0.0275,121.991,0.394,1.0,1.0,3.0,1.0,2024-04-02,Breakout Country
1RjmeNxL0KNM0KTH8aySAO,Canciones de Amor,23.0,185.0,"0LZwj8XbxIwTjaDX478RXl, 4soieU4IFUQEcYULczxzFa, 0ocA2OjaXb4KyFX7zJE2Ld",2024-03-01,194043.0,0.0949,0.57,0.734,0.0453,0.32,-7.922,0.0374,150.14,0.38,1.0,0.0,4.0,1.0,2024-04-02,GLOW
3FR2yqZsG07NhXz7uPyUyC,You Were Beautiful,65.0,183.0,5TnQc2N1iKlFjYD7CPGvFc,2017-06-07,283160.0,0.0633,0.46,0.615,0.0,0.109,-3.472,0.0331,167.927,0.414,5.0,0.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
3zMa1FmLbmcSNAYgXCvybp,Waste Your Youth,56.0,183.0,0HlxL5hisLf59ETEPM3cUA,2023-01-13,164000.0,0.0158,0.488,0.902,5.38e-05,0.19,-5.117,0.0511,160.103,0.196,4.0,0.0,4.0,1.0,2024-04-02,Hardstyle Bangers
0IPZBKJ5PfYR2y7nmCMDIb,까만 안경,26.0,185.0,3mifQJuBZSvh5KRwRptZO0,2021-03-08,232202.0,0.791,0.37,0.237,0.0,0.112,-14.275,0.0484,129.527,0.152,11.0,1.0,4.0,1.0,2024-04-02,노래방 인기가요 (Singing Room K-Pop)
1QirEjVFJfxqXXgdF2YC1g,Freak (Prod. Slom),38.0,185.0,"25wMXkplvEHJpJHX8A6Ved, 5o615XColiSVMPDWlslKSk, 5f48MQLr5eOXHcR4lFE1BM, 1SHIOlNm9pVZ7EzO9322AM",2020-11-21,232294.0,0.1,0.871,0.563,0.0,0.101,-6.047,0.274,105.004,0.532,11.0,0.0,4.0,2.0,2024-04-02,"KrOWN, 노래방 인기가요 (Singing Room K-Pop)"
3FMgKNOeL9mCQkZQb55siA,Guard My Heart,18.0,183.0,338GHPl8NnzUwqpm6wpqjc,2024-02-02,247399.0,0.00249,0.564,0.874,0.000276,0.118,-3.926,0.0622,122.969,0.282,4.0,1.0,4.0,1.0,2024-04-02,GLOW
3FAzlNPlVImGsbjnHHft6K,Wild Things - Acoustic Version,46.0,184.0,2wUjUUtkb5lvLKcGKsKqsR,2016-03-11,191480.0,0.769,0.534,0.391,0.0,0.297,-5.18,0.068,101.867,0.764,1.0,0.0,4.0,1.0,2024-04-02,Feel Good Acoustic
1t2hJFgJyUPD2crOafMUEk,You and Tequila (feat. Grace Potter),63.0,185.0,"3grHWM9bx2E9vwJCdlRv9O, 1PJVVIeS5Wu0wbZDhtC0Ht",2010-09-28,242840.0,0.437,0.691,0.454,0.00227,0.0783,-9.13,0.0256,135.839,0.35,6.0,1.0,4.0,1.0,2024-04-02,Country Gold
56eGOeSsqdg3FLxdo83TwV,Rumor,74.0,185.0,5Zq7R5qmi58ByYyBQTlNuk,2017-11-03,198440.0,0.749,0.655,0.56,0.0,0.115,-6.857,0.0486,140.975,0.599,9.0,1.0,4.0,1.0,2024-04-02,Country Gold
1QfSvXdSRc57B7eYGeYL3O,You Know What You’ve Done,44.0,183.0,6blEmsLU25ewy8hHtgZaSL,2024-01-19,191883.0,0.00509,0.376,0.788,0.0,0.341,-4.055,0.0352,147.78,0.198,7.0,1.0,4.0,1.0,2024-04-02,GLOW
